,094360.KQ_Price,399720.KQ_Price,045970.KQ_Price,042700.KS_Price,432720.KQ_Price,089030.KQ_Price,101490.KQ_Price,200710.KQ_Price,319660.KQ_Price,452430.KQ_Price,405100.KQ_Price,317120.KQ_Price,389020.KQ_Price,054450.KQ_Price,131970.KQ_Price,445090.KQ_Price,394280.KQ_Price,108320.KS_Price,059120.KQ_Price,036540.KQ_Price,093520.KQ_Price,254490.KQ_Price,102120.KQ_Price,067310.KQ_Price,092600.KQ_Price,005930.KS_Price,000660.KS_Price,376190.KQ_Price,098460.KQ_Price,440110.KQ_Price,330860.KQ_Price,061970.KQ_Price,119830.KQ_Price,033640.KQ_Price,429270.KQ_Price,172670.KQ_Price,093640.KQ_Price,000990.KS_Price,123860.KQ_Price,115610.KQ_Price,396270.KQ_Price,058470.KQ_Price,094170.KQ_Price,033170.KQ_Price,303030.KQ_Price,080520.KQ_Price,038880.KQ_Price,097800.KQ_Price,456010.KQ_Price,003160.KS_Price,052860.KQ_Price
094360.KQ_Price,1.0,0.003638851944976934,0.6652223716220678,0.7934249988265527,0.4940800854732865,0.7466937721047815,-0.10428865449618296,-0.1145343694272943,0.21181465537646188,-0.2042057267476429,0.1839644430823452,-0.21702795595902521,0.18403266129180224,-0.013937687981073709,-0.0734805325205818,-0.608975426011931,-0.35141866674093425,-0.6411146091267358,-0.5575799799527688,-0.45588489313348735,-0.23392584346035808,-0.3919169017647194,-0.5584361568619952,-0.48030973247212955,-0.30135045059576065,-0.11466440466735957,0.5469901815748157,-0.63455439758207,-0.6029988788188877,0.5596582795992012,-0.5599865262661388,-0.5486429440898513,-0.7042148788612685,-0.3357617238109046,-0.5482693691918351,-0.22198005168730642,-0.6026752129744597,-0.45929741722572026,-0.492567672122861,-0.6269468688259283,0.3748281305491871,0.4167386974244231,-0.45884708508853833,-0.6656698230587377,-0.6591852734358451,-0.322814752709431,-0.764354607584572,0.28834077892190085,-0.5688405397015275,-0.5005101022941449,-0.777614236707263
399720.KQ_Price,0.003638851944976934,1.0,0.480873499492343,-0.3851275507350215,0.5083957466367846,-0.02325755462673349,0.8860826986531559,0.8866627577790908,0.7554567846829304,0.8508821757152497,0.7036572169240618,0.7875015077720625,0.7517920653322897,0.8805466139540307,0.8803750650270041,0.7334335241238759,0.6509572708992366,0.7054588593561756,0.7854992438902992,0.8113964410706884,0.6569678088557566,0.7276356810926883,0.7233986185028993,0.5847674276520176,0.7487137089070018,0.8181744734582937,-0.6460155551191145,0.6630487417224942,0.7283400865779057,-0.6403487798632893,0.7411654402369267,0.7168059789379367,0.46715747451621187,0.48173968724672034,-0.07875460214099354,0.5909182729215146,0.44627474133435385,0.19388572335525842,0.46429451821850626,0.6310073829994616,-0.4137150728855942,0.381230006416737,0.6947123643555063,0.6157988784212219,0.4744719081677573,-0.29023268320370915,0.4686277629835071,0.6294776573137972,0.43914131372037735,0.1519957939602341,0.4362563111645638
045970.KQ_Price,0.6652223716220678,0.480873499492343,1.0,0.35957199737377493,0.5634464680833522,0.5691051462920909,0.4729606605752955,0.49012168261133965,0.6618616301544095,0.42584745357130477,0.6548999838999008,0.513476228007426,0.6220479114080798,0.5068332491998333,0.5177694210415792,-0.0707935107483239,0.13490045467308961,-0.08029386324007053,0.06758484661399031,0.1099339415090507,0.10372655471848087,0.24381606221126598,0.0725211047847844,0.027298573885584505,0.3152726831612455,0.41852011840624886,-0.06731508991198948,-0.14502178726468684,-0.00175811129246648,0.07884620835362206,0.05628291544876127,0.06595634658966137,-0.19991750404022962,-0.10485944221391302,-0.6048331461544114,0.18404890951688446,-0.10761661834215258,-0.4355597646034468,-0.043267173708913906,-0.021824090480824083,-0.020708275990939468,0.6354545170014141,0.23182761107150082,-0.08171508390458025,-0.233222981257721,-0.536080378059337,-0.2978734934736316,0.6889897165679804,-0.1014304446355119,-0.40493901643175645,-0.3615273982138453
042700.KS_Price,0.7934249988265527,-0.3851275507350215,0.35957199737377493,1.0,0.12308338891493965,0.7240775219668699,-0.5037917846947302,-0.4356299412607281,0.012774309643229053,-0.5402500764953443,-0.029508261148933717,-0.4836976462473079,-0.07187425582774266,-0.41131553396770354,-0.4087531105016772,-0.8253701816471691,-0.5907634382585262,-0.8469810764309536,-0.763203259490632,-0.6675108146187757,-0.4455304225720174,-0.6347037060703234,-0.7543070803686294,-0.6783721011597688,-0.5754235101221937,-0.490733020430328,0.8494640892777817,-0.7818840671403711,-0.7966782810591042,0.7768976301608258,-0.7847435140196491,-0.7958945884842831,-0.8281056777336561,-0.4195814086350212,-0.42434357773151327,-0.2982629894144791,-0.5976382664744286,-0.5323426902292806,-0.5606609772822179,-0.8201964181040419,0.4051522013314677,0.42146291029031,-0.7254558312002276,-0.8245449805398777,-0.646226385341254,-0.12053641061924814,-0.9092123132831469,-0.03899893838389876,-0.7345472996636082,-0.35185179984069553,-0.917442459849787
432720.KQ_Price,0.4940800854732865,0.5083957466367846,0.5634464680833522,0.12308338891493965,1.0,0.10632209185889126,0.5158506059548951,0.4059748339814369,0.3346885371370747,0.452663779772155,0.6810213211210051,0.3019012473140792,0.5459444456657554,0.6231159907727166,0.4333702824827504,0.15804354830096617,0.4902794291544189,0.15597973250596628,0.19600139716078835,0.2832166780895458,0.2030185921615761,0.3581305224288019,0.2906715387559018,0.349689240110044,0.46087909566985175,0.39424399365764196,-0.1780425112840369,0.10472805624830954,0.18158007765320308,0.11501851888446017,0.2329068165764944,0.2977971136149584,0.1576976825109498,-0.0834240341037294,-0.21145452423287528,0.07128160800412357,0.16363959953003004,-0.19536766661337635,0.2649772524170836,0.18429177935841604,-0.2460957806586778,0.23664853459234458,0.30301214829612344,0.19181537090228057,0.10156115485839022,-0.5222364999747774,0.04230251357353078,0.6339433326001339,0.23113096280236023,-0.3265732835718495,-0.08516713419264135
089030.KQ_Price,0.7466937721047815,-0.02325755462673349,0.5691051462920909,0.7240775219668699,0.10632209185889126,1.0,-0.10785257435764327,0.020908981032065063,0.46491200733408095,-0.25475690571427356,0.017239677770942027,-0.1264280896671412,0.0498514428482863,-0.10468811206036265,0.042768024631413507,-0.5254240933800668,-0.5079275416889414,-0.5718022219410628,-0.4642855530927285,-0.3591611155940312,0.045137160012098686,-0.5014475545564061,-0.561546737840245,-0.6552031738770208,-0.4309596608325745,0.012194459886022855,0.5943121295526724,-0.5342492899688989,-0.46906803771104016,0.32078032751618246,-0.5079659221260742,-0.5889117925102644,-0.7865762464955082,0.07240655200638317,-0.35958700025462836,-0.04065642757293824,-0.6398409152003952,-0.16900094317296005,-0.5979783432535349,-0.6628791083140757,0.6255696804042483,0.6030173384939372,-0.4823173289158114,-0.6856604450084186,-0.6829946335076715,0.11427950366556383,-0.7758564460400739,0.113284266454069,-0.7778554646286521,-0.04269942990428033,-0.6389304522609688
101490.KQ_Price,-0.10428865449618296,0.8860826986531559,0.4729606605752955,-0.5037917846947302,0.5158506059548951,-0.10785257435764327,1.0,0.870043121318047,0.6841849556173661,0.8862121059837935,0.7189246511850431,0.8142292915465955,0.6576267327839366,0.9005374156455883,0.8942362810855713,0.7807467623821841,0.6965126623011505,0.7654786446719126,0.8144246337894068,0.823895878168535,0.6582092698653309,0.7889379165003887,0.7882208220873304,0.6684059815041814,0.8257201403537124,0.8715526564746757,-0.7369168313002561,0.6910921927269574,0.7891474081420903,-0.6522698903715222,0.8130985929659739,0.8020165557385494,0.5782698593041085,0.4396124948108215,0.02541344590182744,0.4683494130863799,0.507307916696125,0.247976933911121,0.533970385801991,0.7259383316090141,-0.47072921375253035,0.23577211154794436,0.845425222319897,0.7087862731593257,0.5054779601921353,-0.3163862847484098,0.5912303271625889,0.6288161937247083,0.5811389521885423,0.11809417364725158,0.5446688444700573
200710.KQ_Price,-0.1145343694272943,0.8866627577790908,0.49012168261133965,-0.4356299412607281,0.4059748339814369,0.020908981032065063,0.870043121318047,1.0,0.7885677892537465,0.8536060244801124,0.6959765226597368,0.8687013063237581,0.6988236882673579,0.8789876862614368,0.9649253661318667,0.7266691642064612,0.6646438596696697,0.7264337215072237,0.8202693217745828,0.8510499656325745,0.774825270214518,0.7439147852920799,0.776523229163815,0.5821820369558042,0.7609803207959237,0.9185784184094483,-0.6590583623935387,0.6981109363224697,0.7986541887066737,-0.6995483962372677,0.8052933102024079,0.7445811703485669,0.50024298862804,0.5774672346772635,-0.07360101008883577,0.5894016707758711,0.49647657123947053,0.27362148897562916,0.5328517346541449,0.6555873176487501,-0.32723662441189094,0.4229423541149128,0.7586784908261408,0.6588429872939234,0.47174214203347004,-0.15035735539199713,0.49422403134561377,0.6696357853605455,0.40259712307452616,0.2890586794085518,0.4905157688326856
319660.KQ_Price,0.21181465537646188,0.7554567846829304,0.6618616301544095,0.012774309643229053,0.3346885371370747,0.46491200733408095,0.6841849556173661,0.7885677892537465,1.0,0.5964631636966463,0.6053731632588983,0.6727364775826854,0.6821032197312202,0.6490830773174029,0.7997936781177132,0.4003090652956601,0.31284081871012237,0.35049421572759487,0.49754470120720373,0.5705921271750859,0.5757772182628287,0.39539291049865455,0.38607316177861273,0.19557850172146735,0.434061949943397,0.6929110621562711,-0.2484181679367554,0.35948001864563717,0.4409200097296878,-0.41316905508008545,0.4255972312549527,0.3353952533501365,0.05031865828018838,0.46058325389152777,-0.19480614339138858,0.5397163748740244,0.13564969048216302,0.09822634595156532,0.14685198096178753,0.2405466698150649,-0.07341814084930613,0.714652332323897,0.39623171625222026,0.23525598645574267,0.16508274793968397,-0.1561355828052959,0.03556288580214039,0.5343070081245371,0.0013719366423658784,0.2095116964886816,0.08094982539177095
452430.KQ_Price,-0.2042057267476429,0.8508821757152497,0.42584745357130477,-0.5402500764953443,0.452663779772155,-0.25475690571427356,0.8862121059837935,0.8536060244801124,0.5964631636966463,1.0,0.7279201368425351,0.8570120373656983,0.7672043398138217,0.8525359724004428,0.83149664725972,0.7743831910120166,0.7146640361740119,0.791081765391929,0.8671746667786786,0.8353645601569418,0.5571854163350389,0.9220092099266858,0.8749716498992218,0.7276754910071023,0.9023681753214348,0.7957931726923255,-0.8333598644972812,0.6928317998317266,0.7918888404892337,-0.6909696365722465,0.8511950521720085,0.8678607284550741,0.6529522558122616,0.35865282033504936,-0.10879088206561587,0.6342887709577518,0.6741574829713308,0.015404935344321444,0.611050673878052,0.8251256015768234,-0.6542071312416378,0.2847097981726073,0.8904362011842721,0.797198748117239,0.6138165654970984,-0.4426069604695041,0.6102896528138901,0.7510204605590771,0.6474186046562591,0.10053467381602789,0.5207006276350161
405100.KQ_Price,0.1839644430823452,0.7036572169240618,0.6548999838999008,-0.029508261148933717,0.6810213211210051,0.017239677770942027,0.7189246511850431,0.6959765226597368,0.6053731632588983,0.7279201368425351,1.0,0.6952907604600078,0.788379308821892,0.7846890551786468,0.6927131061265309,0.4426554932396915,0.6657292342098042,0.4306255864052527,0.5385592109577192,0.5901844822864886,0.34068401645279495,0.6564223702139078,0.6138191978536914,0.5871944822930079,0.757602294075283,0.5507923938250971,-0.4242499509003298,0.376387770819843,0.4839927518628917,-0.19208545869571345,0.5706217205320029,0.5677226464434717,0.3962071314107959,0.0784313231427398,-0.232692812567798,0.40587791812486557,0.5358938141783459,-0.21966709524543007,0.5475222855835035,0.4868809544773655,-0.5560936726066182,0.4866009421090858,0.6243072714216176,0.5013271278887075,0.41886829491861477,-0.5945834362817333,0.27985027329143275,0.7488042480324798,0.43191561147244006,-0.09721713130557766,0.10888117092995135
317120.KQ_Price,-0.21702795595902521,0.7875015077720625,0.513476228007426,-0.4836976462473079,0.3019012473140792,-0.1264280896671412,0.8142292915465955,0.8687013063237581,0.6727364775826854,0.8570120373656983,0.6952907604600078,1.0,0.6885295510629247,0.8012357409743458,0.8321772499997352,0.7225469513185093,0.6625981246517488,0.7258424359700515,0.8148273450502637,0.7885631561568885,0.5398876467699312,0.8098009068702958,0.7936290571462236,0.6345827655395371,0.8150606169121101,0.7775795366970925,-0.7528694385255641,0.6571206553190704,0.7658850344541132,-0.6396005765544643,0.7934473537049018,0.778797503223884,0.5630726688564277,0.39525090850647787,-0.09259630431624415,0.6329537869751405,0.5715030909305965,0.06614261206292978,0.5083604869250185,0.7400287173364039,-0.4782628284228306,0.4069969275258037,0.8343941265925141,0.7031371580310111,0.5036572779909617,-0.31068018408908665,0.5437603531214581,0.6399226057942768,0.5372815217969336,0.1465552875921969,0.49042697195823337
389020.KQ_Price,0.18403266129180224,0.7517920653322897,0.6220479114080798,-0.07187425582774266,0.5459444456657554,0.0498514428482863,0.6576267327839366,0.6988236882673579,0.6821032197312202,0.7672043398138217,0.788379308821892,0.6885295510629247,1.0,0.7680259647199666,0.6889590782239536,0.4475153382338482,0.5602547916199241,0.3921823751566369,0.5653125549545527,0.6083723431290641,0.3306651860027165,0.6750156716834191,0.5799776092229891,0.5528321005583788,0.7150752733503849,0.5573847572635554,-0.456831485711688,0.41530347865237244,0.4252402036811215,-0.3578810007355845,0.5390831064606326,0.5445075100829386,0.30244839182970423,0.10682159155422703,-0.36028298240067863,0.6017569506449779,0.4087708863941411,-0.23305002195578922,0.46073908723866225,0.4502027402420856,-0.4846357018203506,0.6131740533592314,0.511829183900751,0.42378842893821933,0.3924546462698028,-0.583732478643297,0.19147504190625653,0.7641766185244363,0.35043793077984975,-0.043420814988358626,0.11356736212572577
054450.KQ_Price,-0.013937687981073709,0.8805466139540307,0.5068332491998333,-0.41131553396770354,0.6231159907727166,-0.10468811206036265,0.9005374156455883,0.8789876862614368,0.6490830773174029,0.8525359724004428,0.7846890551786468,0.8012357409743458,0.7680259647199666,1.0,0.8863347966962645,0.718413837975355,0.7730107343717774,0.6901524296791866,0.786797609464727,0.8371384084599691,0.6498387762052007,0.7741605435126513,0.7869824863785291,0.7345416373028546,0.8460325096450143,0.8310871841524347,-0.6613214129696179,0.6911271803856034,0.74590950162434,-0.566850513284721,0.796379120486117,0.7895587433216754,0.5638697693676156,0.36476173672116985,-0.047383954681729304,0.4957247187294905,0.5204950138101392,0.21659582546044664,0.6184558888241651,0.6686453487869449,-0.4569283573668398,0.3540498731733469,0.7611992006727856,0.6625004845310533,0.49012972132541294,-0.3795858036041012,0.5306857406878852,0.6856176488709396,0.5671707016451469,0.10462932615247561,0.483628591681404
131970.KQ_Price,-0.0734805325205818,0.8803750650270041,0.5177694210415792,-0.4087531105016772,0.4333702824827504,0.042768024631413507,0.8942362810855713,0.9649253661318667,0.7997936781177132,0.83149664725972,0.6927131061265309,0.8321772499997352,0.6889590782239536,0.8863347966962645,1.0,0.695939204289086,0.649990212847693,0.7061408673110816,0.7998293762511169,0.825249139938002,0.7666529974244508,0.7189958257480387,0.7528591163932813,0.5702233786339436,0.7360141545685481,0.9181680012659836,-0.625479386417032,0.6883461496431923,0.7818071947834977,-0.6549644496733006,0.7867673765014591,0.7238814807079094,0.4927873193272701,0.5210512845624231,-0.11155339802949409,0.49852175585453756,0.43630385270462996,0.2917040436602368,0.5381836648362593,0.6253088176423686,-0.30203612135289787,0.3984557633933217,0.745074080850322,0.6337456551696306,0.4612162245319044,-0.17906123758650436,0.4741266691649433,0.6490177970860678,0.3999455999061126,0.212281997604421,0.46864160396671783
445090.KQ_Price,-0.608975426011931,0.7334335241238759,-0.0707935107483239,-0.8253701816471691,0.15804354830096617,-0.5254240933800668,0.7807467623821841,0.7266691642064612,0.4003090652956601,0.7743831910120166,0.4426554932396915,0.7225469513185093,0.4475153382338482,0.718413837975355,0.695939204289086,1.0,0.7534909954268632,0.950001837833006,0.9461753017436958,0.91814304183496,0.6492275694734244,0.802624330176304,0.9060310084997724,0.7973752486050717,0.7883565535800318,0.7001476749306527,-0.8408282900347265,0.9221799279931343,0.9220045690395353,-0.8370825785913589,0.9365174895769574,0.9081663886778538,0.8128465928387341,0.5544944494968506,0.35639069914583443,0.5370172683257763,0.7252066363031847,0.5013451803151908,0.6603522052800672,0.8831478179231284,-0.5987835983876807,-0.025869846294364732,0.8427869633896176,0.9064383991444348,0.7849572757772689,-0.025558678459428916,0.8788854837891067,0.3173950163611895,0.7523976401591017,0.4383461720317798,0.8823136472785353
394280.KQ_Price,-0.35141866674093425,0.6509572708992366,0.13490045467308961,-0.5907634382585262,0.4902794291544189,-0.5079275416889414,0.6965126623011505,0.6646438596696697,0.31284081871012237,0.7146640361740119,0.6657292342098042,0.6625981246517488,0.5602547916199241,0.7730107343717774,0.649990212847693,0.7534909954268632,1.0,0.7641168403475921,0.7816499496830096,0.7879353978551324,0.3859818214565941,0.7689712532420651,0.8626505045882976,0.9067907514439694,0.8474192113502748,0.5451537605487098,-0.7318862348227583,0.7596504988395694,0.7779001408606441,-0.43871630286565744,0.8330036490882474,0.8427410995887846,0.8278302691278857,0.1899407523469183,0.2075111946170989,0.32859408755647235,0.7361654683504631,0.20916918554922725,0.8504718868793989,0.762042957957587,-0.5415698798677159,0.011321713822076888,0.7619364468509638,0.8180347996941201,0.7188057125119783,-0.35117896231123075,0.7523491948579961,0.4273432055091313,0.768760122557135,0.10171065512757535,0.6171256500846962
108320.KS_Price,-0.6411146091267358,0.7054588593561756,-0.08029386324007053,-0.8469810764309536,0.15597973250596628,-0.5718022219410628,0.7654786446719126,0.7264337215072237,0.35049421572759487,0.791081765391929,0.4306255864052527,0.7258424359700515,0.3921823751566369,0.6901524296791866,0.7061408673110816,0.950001837833006,0.7641168403475921,1.0,0.9548586701380748,0.9093283522204286,0.640579892727492,0.8319554779894557,0.9361899720370178,0.7942566968076546,0.7944571032042959,0.7168721089863608,-0.8783874060271497,0.9289673769183334,0.9619975371141474,-0.8097888590689685,0.9499878124109915,0.9336607772627594,0.8668308410707407,0.5353815789836908,0.32960135310254507,0.5061758096318203,0.7676704964133951,0.45952099076979086,0.7149930648774834,0.9239391133265535,-0.6028287147330166,-0.08430418701361682,0.8811935709770078,0.94926544919336,0.7940137106084225,-0.07082413920163427,0.9092303218594775,0.3292483255869474,0.7778442824535525,0.39460666222924357,0.8436710916305035
059120.KQ_Price,-0.5575799799527688,0.7854992438902992,0.06758484661399031,-0.763203259490632,0.19600139716078835,-0.4642855530927285,0.8144246337894068,0.8202693217745828,0.49754470120720373,0.8671746667786786,0.5385592109577192,0.8148273450502637,0.5653125549545527,0.786797609464727,0.7998293762511169,0.9461753017436958,0.7816499496830096,0.9548586701380748,1.0,0.956683968218922,0.6738706581758703,0.884453747354817,0.9586911482272191,0.815330416820022,0.8547913337373835,0.7701882938455852,-0.8647870171364145,0.9250907287975189,0.9550321002777115,-0.8299043300880335,0.9638318414698799,0.9465047196535141,0.817414524098993,0.534900354080517,0.2080841987509869,0.616119627872198,0.7700970976871586,0.37695964209483956,0.7289375343556086,0.9057827871929633,-0.6280145571938273,0.1193322036040075,0.8852770438453927,0.9190585316949601,0.7903934830321188,-0.1265703876233149,0.8324019097675259,0.44341720173026755,0.7401247611909816,0.38839092513586854,0.7960595768021145
036540.KQ_Price,-0.45588489313348735,0.8113964410706884,0.1099339415090507,-0.6675108146187757,0.2832166780895458,-0.3591611155940312,0.823895878168535,0.8510499656325745,0.5705921271750859,0.8353645601569418,0.5901844822864886,0.7885631561568885,0.6083723431290641,0.8371384084599691,0.825249139938002,0.91814304183496,0.7879353978551324,0.9093283522204286,0.956683968218922,1.0,0.746591126286453,0.8294815689570075,0.9230982536300812,0.7997886490227566,0.8296652161169507,0.8042890847504917,-0.7599302602869167,0.9145580602265106,0.9307079675685458,-0.7981740411465799,0.9462322616326557,0.9013409547785521,0.7431276891887872,0.5935376137974532,0.24078365943598834,0.6383457441888268,0.7165232192490919,0.44099544581162287,0.7254395845406744,0.8407618790333982,-0.5723158557891705,0.2297696756532984,0.8285828300717124,0.8615874101990356,0.7693251662789684,-0.1314266307592724,0.7717571849811939,0.46567201412325504,0.6909057344572324,0.4684073406639324,0.7470061453848033
093520.KQ_Price,-0.23392584346035808,0.6569678088557566,0.10372655471848087,-0.4455304225720174,0.2030185921615761,0.045137160012098686,0.6582092698653309,0.774825270214518,0.5757772182628287,0.5571854163350389,0.34068401645279495,0.5398876467699312,0.3306651860027165,0.6498387762052007,0.7666529974244508,0.6492275694734244,0.3859818214565941,0.640579892727492,0.6738706581758703,0.746591126286453,1.0,0.4523341731777489,0.5875199802460468,0.324593667054435,0.4536803544611493,0.8442198412410421,-0.4314531676353838,0.6513491733851418,0.7315458836833435,-0.7096123866193599,0.6573350330547827,0.5696963396529944,0.3659835820478139,0.8567767233573708,0.20602163778307622,0.5502362386967494,0.29274947379891186,0.6028516356103922,0.3281283616857318,0.4947993436183968,-0.09410583329269008,0.25243422856048797,0.5092236292904555,0.5142531172433449,0.3963488807508738,0.2815893209599486,0.43522051220278163,0.36079045823014533,0.20667844822681158,0.6349435776791476,0.5505840093034915
254490.KQ_Price,-0.3919169017647194,0.7276356810926883,0.24381606221126598,-0.6347037060703234,0.3581305224288019,-0.5014475545564061,0.7889379165003887,0.7439147852920799,0.39539291049865455,0.9220092099266858,0.6564223702139078,0.8098009068702958,0.6750156716834191,0.7741605435126513,0.7189958257480387,0.802624330176304,0.7689712532420651,0.8319554779894557,0.884453747354817,0.8294815689570075,0.4523341731777489,1.0,0.9290635115645502,0.8413865596861079,0.9299623392369288,0.6814877002869835,-0.8821108878024806,0.7445283231860268,0.8107102243608757,-0.6443117061025202,0.8774812099799338,0.9249932506060254,0.7944266082201061,0.2474260866724911,-0.017773749132549848,0.546460500072465,0.7830769457888768,0.0180818383671881,0.7365461837624597,0.9153404123815703,-0.7715463296836278,0.11822024990233315,0.9145599517013611,0.88691592798448,0.734433949906296,-0.43720624661903057,0.7352312839164691,0.6385164267886312,0.7971689199067875,0.07935048786358351,0.6101756195696167
102120.KQ_Price,-0.5584361568619952,0.7233986185028993,0.0725211047847844,-0.7543070803686294,0.2906715387559018,-0.561546737840245,0.7882208220873304,0.776523229163815,0.38607316177861273,0.8749716498992218,0.6138191978536914,0.7936290571462236,0.5799776092229891,0.7869824863785291,0.7528591163932813,0.9060310084997724,0.8626505045882976,0.9361899720370178,0.9586911482272191,0.9230982536300812,0.5875199802460468,0.9290635115645502,1.0,0.8943730146340959,0.9122443309225211,0.7124243446203571,-0.8907043894769595,0.8835844071457206,0.9408511861761688,-0.7274151294198014,0.9717417937191667,0.9795055085774829,0.8984939158863906,0.4077843273567112,0.18050197543659086,0.5546131517454594,0.8529632186988185,0.26056435593755417,0.834626181986173,0.9489785923684176,-0.6910778510504134,0.0515554548314846,0.9210434356277069,0.96403775138322,0.8327379696173023,-0.24724001539931306,0.8618347254439178,0.49808500951054596,0.823291338876547,0.2803398004720594,0.7664325830478836
067310.KQ_Price,-0.48030973247212955,0.5847674276520176,0.027298573885584505,-0.6783721011597688,0.349689240110044,-0.6552031738770208,0.6684059815041814,0.5821820369558042,0.19557850172146735,0.7276754910071023,0.5871944822930079,0.6345827655395371,0.5528321005583788,0.7345416373028546,0.5702233786339436,0.7973752486050717,0.9067907514439694,0.7942566968076546,0.815330416820022,0.7997886490227566,0.324593667054435,0.8413865596861079,0.8943730146340959,1.0,0.8898563567211386,0.4818192560278792,-0.8048978047713395,0.8017055281247885,0.7716519117190819,-0.5305285160668095,0.8597788490164602,0.8980111401038906,0.8901061026218703,0.09237654913430039,0.2080846525543467,0.3419338562718659,0.8057968252207331,0.19923847989585816,0.8893676912755194,0.8436130847831641,-0.7063070210238536,-0.06290420078529947,0.8021180309498662,0.8696934149815935,0.7813507724309284,-0.40601793735186914,0.8364529125424537,0.3757068341779895,0.9057266280554761,0.10112546476974664,0.702588275460855
092600.KQ_Price,-0.30135045059576065,0.7487137089070018,0.3152726831612455,-0.5754235101221937,0.46087909566985175,-0.4309596608325745,0.8257201403537124,0.7609803207959237,0.434061949943397,0.9023681753214348,0.757602294075283,0.8150606169121101,0.7150752733503849,0.8460325096450143,0.7360141545685481,0.7883565535800318,0.8474192113502748,0.7944571032042959,0.8547913337373835,0.8296652161169507,0.4536803544611493,0.9299623392369288,0.9122443309225211,0.8898563567211386,1.0,0.6623203231955593,-0.8432369824721991,0.7246318493934284,0.7939761153719269,-0.5659115007333477,0.8700165371419608,0.9163158010649508,0.7899704914803333,0.2198816569609106,0.0169440721796671,0.5416866212899211,0.7711798054904196,0.029208732658631373,0.7822443556732472,0.870933452672028,-0.7176651048013533,0.15597098685679908,0.8869541370171784,0.8548600602536276,0.6988973612976981,-0.5013122269443919,0.7092054070348189,0.6423443818601929,0.8088493786349266,0.06133391601755678,0.5777572317618351
